,subtasks,comments,issue_link_count,outward_count,inward_count,issue_type,priority,log_change_count,estimation_error,estimate_class
787,0,5,0,0,0,Task,3.0,3.0,1.0,overestimated
788,0,2,2,0,2,New Feature,3.0,3.0,-0.5,underestimated
790,0,1,0,0,0,Task,2.0,4.0,1.0,overestimated
791,0,0,0,0,0,Sub-task,2.0,3.0,1.0,overestimated
795,0,2,1,0,1,New Feature,3.0,9.0,-0.7692307692307693,underestimated
796,0,1,0,0,0,New Feature,2.0,4.0,10.0,overestimated
797,0,1,0,0,0,Bug,2.0,4.0,-0.6666666666666666,underestimated
798,0,17,0,0,0,Bug,2.0,11.0,-0.2,underestimated
800,0,2,0,0,0,Task,2.0,5.0,-0.8,underestimated
801,0,8,3,0,3,New Feature,2.0,17.0,-0.6666666666666666,underestimated
802,0,1,0,0,0,Bug,2.0,6.0,-0.5,underestimated
803,0,1,0,0,0,Sub-task,2.0,9.0,2.0,overestimated
805,0,4,0,0,0,Bug,0.0,5.0,2.0,overestimated
806,0,2,0,0,0,Improvement,2.0,11.0,-0.3333333333333333,underestimated
810,0,4,1,0,1,Bug,2.0,4.0,-0.6666666666666666,underestimated
812,0,5,0,0,0,Improvement,2.0,7.0,1.0,overestimated
813,0,2,0,0,0,New Feature,2.0,5.0,-0.5,underestimated
815,0,1,0,0,0,Bug,3.0,5.0,2.0,overestimated
816,0,2,0,0,0,New Feature,2.0,9.0,-0.75,underestimated
819,0,2,0,0,0,Bug,2.0,5.0,-0.6666666666666666,underestimated
820,0,1,0,0,0,Task,3.0,3.0,1.0,overestimated
824,0,4,1,0,1,New Feature,2.0,11.0,126.0,overestimated
825,0,1,0,0,0,Improvement,3.0,3.0,-0.6666666666666666,underestimated
827,0,1,0,0,0,New Feature,2.0,3.0,-0.4,underestimated
828,0,1,0,0,0,Bug,1.0,2.0,6.0,overestimated
829,0,1,0,0,0,Improvement,3.0,4.0,-0.2222222222222222,underestimated
830,0,1,0,0,0,New Feature,2.0,4.0,-0.5,underestimated
832,0,1,0,0,0,New Feature,2.0,3.0,-0.75,underestimated
833,0,1,0,0,0,New Feature,2.0,5.0,-0.5,underestimated
834,0,1,0,0,0,Task,2.0,4.0,-0.6666666666666666,underestimated
836,0,1,0,0,0,Improvement,2.0,4.0,-0.6666666666666666,underestimated
837,0,1,0,0,0,New Feature,2.0,2.0,-0.5,underestimated
840,0,0,0,0,0,New Feature,2.0,2.0,1.0,overestimated
841,0,0,0,0,0,New Feature,2.0,2.0,-0.5,underestimated
842,4,3,0,0,0,New Feature,2.0,12.0,4.333333333333333,overestimated
845,0,1,0,0,0,New Feature,2.0,2.0,-0.5,underestimated
846,0,1,0,0,0,New Feature,2.0,3.0,0.6666666666666666,overestimated
848,0,1,0,0,0,New Feature,2.0,4.0,-0.6,underestimated
849,0,2,0,0,0,New Feature,2.0,10.0,-0.95,underestimated
851,0,0,0,0,0,Bug,2.0,5.0,22.0,overestimated
852,0,1,0,0,0,Improvement,2.0,9.0,-0.5,underestimated
853,0,2,0,0,0,Bug,2.0,13.0,31.0,overestimated
854,0,2,0,0,0,Bug,2.0,9.0,2.0,overestimated
856,0,1,0,0,0,Improvement,2.0,9.0,6.0,overestimated
858,0,1,0,0,0,Sub-task,3.0,8.0,2.0,overestimated
859,0,21,5,3,2,Bug,3.0,17.0,5.0,overestimated
860,0,1,1,0,1,Improvement,4.0,14.0,1.0,overestimated
861,0,3,0,0,0,Improvement,0.0,12.0,11.0,overestimated
862,0,1,0,0,0,Improvement,2.0,10.0,0.5,overestimated
865,0,1,1,0,1,Sub-task,3.0,13.0,2.2857142857142856,overestimated
867,0,0,0,0,0,Task,2.0,2.0,1.0,overestimated
868,0,0,0,0,0,Task,2.0,3.0,2.0,overestimated
870,0,0,0,0,0,Task,2.0,5.0,3.0,overestimated
872,0,1,0,0,0,Improvement,3.0,3.0,0.5,overestimated
873,0,2,0,0,0,Bug,2.0,3.0,6.0,overestimated
875,0,2,0,0,0,Bug,3.0,3.0,1.0,overestimated
877,0,3,0,0,0,Improvement,2.0,2.0,1.0,overestimated
878,0,2,0,0,0,Improvement,4.0,3.0,1.0,overestimated
880,0,2,0,0,0,New Feature,3.0,3.0,-0.5,underestimated
882,0,6,0,0,0,New Feature,2.0,8.0,-0.5,underestimated
883,0,1,0,0,0,New Feature,2.0,7.0,-0.5,underestimated
886,0,12,0,0,0,Improvement,2.0,8.0,0.6666666666666666,overestimated
887,0,3,1,1,0,Bug,2.0,5.0,-0.8571428571428571,underestimated
888,0,1,5,3,2,Refactoring,3.0,7.0,-0.6666666666666666,underestimated
890,0,4,0,0,0,Bug,2.0,6.0,-0.8571428571428571,underestimated
891,0,5,0,0,0,Bug,2.0,8.0,-0.6666666666666666,underestimated
892,0,4,1,1,0,Bug,2.0,8.0,-0.6666666666666666,underestimated
893,0,7,1,0,1,Bug,2.0,7.0,-0.8571428571428571,underestimated
894,0,3,0,0,0,Bug,2.0,4.0,1.0,overestimated
896,0,4,0,0,0,Bug,2.0,5.0,-0.6666666666666666,underestimated
897,0,2,0,0,0,Bug,2.0,4.0,-0.5,underestimated
898,0,1,1,1,0,Improvement,3.0,5.0,-0.6666666666666666,underestimated
899,0,3,1,1,0,New Feature,3.0,10.0,-0.9164785553047404,underestimated
900,0,5,0,0,0,Bug,3.0,3.0,2.0,overestimated
901,0,2,2,2,0,Refactoring,2.0,5.0,-0.8571428571428571,underestimated
902,0,2,1,1,0,Task,2.0,6.0,-0.6666666666666666,underestimated
904,0,4,1,0,1,Bug,1.0,6.0,-0.6666666666666666,underestimated
905,0,2,0,0,0,Bug,3.0,9.0,-0.6666666666666666,underestimated
907,0,2,0,0,0,Bug,3.0,3.0,-0.5,underestimated
908,0,4,0,0,0,Improvement,3.0,8.0,-0.6666666666666666,underestimated
909,0,3,0,0,0,Bug,3.0,6.0,2.0,overestimated
912,0,6,1,0,1,Bug,2.0,4.0,2.0,overestimated
913,0,3,0,0,0,Bug,3.0,2.0,-0.5,underestimated
915,1,1,1,0,1,Improvement,2.0,5.0,-0.875,underestimated
919,0,2,0,0,0,Improvement,3.0,4.0,1.0,overestimated
920,0,6,0,0,0,Bug,3.0,10.0,2.0,overestimated
921,0,5,0,0,0,Improvement,3.0,8.0,-0.9090909090909091,underestimated
923,0,4,0,0,0,Task,3.0,6.0,-0.5,underestimated
924,0,4,0,0,0,Bug,3.0,7.0,-0.4,underestimated
925,0,6,0,0,0,Sub-task,2.0,3.0,2.0,overestimated
926,0,3,0,0,0,Improvement,2.0,7.0,-0.6666666666666666,underestimated
927,0,5,0,0,0,Bug,2.0,3.0,-0.6666666666666666,underestimated
928,0,2,0,0,0,Bug,1.0,5.0,-0.6666666666666666,underestimated
929,0,4,0,0,0,Task,2.0,4.0,-0.6666666666666666,underestimated
930,0,4,0,0,0,Sub-task,3.0,7.0,-0.4,underestimated
931,0,5,0,0,0,Improvement,2.0,6.0,-0.6666666666666666,underestimated
933,0,5,0,0,0,Improvement,2.0,7.0,-0.15384615384615385,underestimated
934,0,2,0,0,0,Task,2.0,3.0,-0.6666666666666666,underestimated
935,0,3,0,0,0,Task,3.0,5.0,-0.6666666666666666,underestimated
936,0,3,0,0,0,Bug,2.0,6.0,-0.9090909090909091,underestimated
937,0,2,0,0,0,Bug,4.0,5.0,-0.6666666666666666,underestimated
940,0,8,0,0,0,Bug,3.0,7.0,-0.6666666666666666,underestimated
941,0,3,0,0,0,Task,1.0,4.0,-0.6666666666666666,underestimated
942,0,13,0,0,0,Improvement,1.0,16.0,-0.6086956521739131,underestimated
944,0,2,0,0,0,Improvement,3.0,5.0,2.0,overestimated
945,0,1,0,0,0,Task,3.0,4.0,-0.6666666666666666,underestimated
946,0,3,0,0,0,Improvement,2.0,4.0,2.0,overestimated
947,0,3,1,1,0,Improvement,3.0,7.0,6.0,overestimated
948,0,2,0,0,0,Task,2.0,3.0,-0.5,underestimated
949,0,8,0,0,0,Bug,2.0,7.0,2.0,overestimated
954,0,6,0,0,0,Bug,2.0,9.0,-0.9333333333333333,underestimated
955,0,4,0,0,0,Task,2.0,5.0,-0.8571428571428571,underestimated
956,2,7,0,0,0,New Feature,2.0,14.0,-0.9090909090909091,underestimated
957,1,5,1,0,1,Task,1.0,9.0,-0.4,underestimated
958,0,1,1,1,0,Sub-task,2.0,11.0,-0.8235294117647058,underestimated
960,0,5,0,0,0,Bug,2.0,9.0,-0.5,underestimated
961,0,10,0,0,0,Improvement,1.0,7.0,4.153846153846154,overestimated
962,0,17,1,0,1,Improvement,2.0,20.0,-0.8333333333333334,underestimated
963,4,10,1,1,0,Improvement,2.0,15.0,-0.9130434782608695,underestimated
964,0,6,0,0,0,Bug,2.0,9.0,-0.75,underestimated
965,0,7,0,0,0,Sub-task,3.0,15.0,-0.875,underestimated
966,0,2,0,0,0,Sub-task,3.0,12.0,0.6666666666666666,overestimated
967,1,2,1,0,1,Task,2.0,10.0,6.0,overestimated
970,0,1,0,0,0,Sub-task,2.0,27.0,-0.6,underestimated
971,0,0,0,0,0,Sub-task,2.0,38.0,-0.7272727272727273,underestimated
972,0,0,0,0,0,Sub-task,2.0,36.0,1.0,overestimated
973,0,0,0,0,0,Sub-task,2.0,19.0,-0.6,underestimated
974,0,0,0,0,0,Sub-task,2.0,18.0,-0.6666666666666666,underestimated
975,0,1,1,1,0,Support Request,3.0,11.0,-0.5,underestimated
976,0,46,3,1,2,Bug,2.0,41.0,2.5555555555555554,overestimated
979,0,1,0,0,0,Bug,3.0,15.0,-0.5,underestimated
980,0,0,0,0,0,Bug,2.0,16.0,-0.8,underestimated
981,0,1,0,0,0,Bug,3.0,19.0,-0.5,underestimated
984,0,5,1,0,1,Bug,1.0,23.0,-0.6666666666666666,underestimated
985,0,0,0,0,0,Bug,2.0,19.0,-0.5,underestimated
986,0,1,0,0,0,Bug,3.0,22.0,2.0,overestimated
987,0,1,2,0,2,Bug,3.0,22.0,-0.3333333333333333,underestimated
990,0,8,1,1,0,Bug,2.0,44.0,0.10526315789473684,overestimated
991,0,2,1,0,1,Bug,3.0,21.0,3.0,overestimated
992,0,7,4,2,2,Bug,3.0,24.0,-0.4,underestimated
993,0,6,1,1,0,Bug,2.0,24.0,2.0,overestimated
994,0,0,1,1,0,Bug,2.0,17.0,-0.723404255319149,underestimated
995,0,0,0,0,0,Bug,2.0,25.0,0.6666666666666666,overestimated
998,0,17,2,1,1,Bug,3.0,29.0,0.6666666666666666,overestimated
999,0,5,1,0,1,Bug,1.0,26.0,6.0,overestimated
1002,0,1,0,0,0,Bug,2.0,21.0,0.6666666666666666,overestimated
1008,0,1,1,1,0,Bug,2.0,21.0,-0.2222222222222222,underestimated
1009,0,2,1,0,1,Bug,2.0,21.0,-0.6666666666666666,underestimated
1011,0,2,0,0,0,Bug,2.0,18.0,6.0,overestimated
1013,0,5,1,0,1,Bug,3.0,24.0,2.0,overestimated
1014,0,17,7,3,4,Bug,1.0,27.0,1.5,overestimated
1015,0,0,1,0,1,Bug,3.0,18.0,3.3333333333333335,overestimated
1019,0,2,0,0,0,Bug,3.0,20.0,-0.4,underestimated
1021,0,2,0,0,0,Bug,2.0,20.0,-0.4,underestimated
1022,0,1,1,0,1,Bug,2.0,16.0,14.0,overestimated
1023,0,4,2,0,2,Bug,2.0,26.0,0.5714285714285714,overestimated
1024,0,13,7,0,7,Bug,2.0,28.0,-0.4,underestimated
1026,0,1,0,0,0,Bug,2.0,23.0,-0.8571428571428571,underestimated
1029,0,1,1,0,1,Support Request,3.0,12.0,-0.5,underestimated
1030,0,46,2,0,2,Bug,2.0,39.0,2.5555555555555554,overestimated
1033,0,2,0,0,0,Bug,1.0,20.0,47.0,overestimated
1037,0,2,0,0,0,Bug,3.0,24.0,1.0930232558139534,overestimated
1038,0,3,0,0,0,Bug,3.0,21.0,0.20535714285714285,overestimated
1039,0,0,1,1,0,Bug,2.0,16.0,4.217391304347826,overestimated
1041,0,0,4,2,2,Bug,3.0,31.0,-0.8571428571428571,underestimated
1046,0,4,1,1,0,Bug,3.0,28.0,7.0,overestimated
1047,0,0,4,3,1,Bug,3.0,40.0,0.041968162083936326,overestimated
1049,0,5,0,0,0,Bug,1.0,20.0,0.34615384615384615,overestimated
1050,0,0,0,0,0,Bug,3.0,16.0,-0.5,underestimated
1052,0,6,0,0,0,Bug,2.0,16.0,-0.8775510204081632,underestimated
1053,0,2,0,0,0,Bug,3.0,10.0,-0.8,underestimated
1057,0,1,0,0,0,Bug,2.0,14.0,-0.5,underestimated
1065,0,0,0,0,0,Bug,2.0,12.0,6.181818181818182,overestimated
1071,0,0,0,0,0,Bug,2.0,10.0,-0.5,underestimated
1072,0,0,0,0,0,Bug,2.0,10.0,-0.5,underestimated
1073,0,0,0,0,0,Bug,2.0,10.0,2.0,overestimated
1107,0,1,0,0,0,Bug,3.0,16.0,13.545454545454545,overestimated
1109,0,0,0,0,0,Bug,2.0,12.0,-0.4,underestimated
1112,0,2,2,0,2,Bug,3.0,13.0,-0.2857142857142857,underestimated
1117,0,0,0,0,0,Bug,2.0,9.0,-0.5,underestimated
1120,0,5,0,0,0,Bug,2.0,11.0,2.0,overestimated
1122,0,1,2,0,2,Bug,0.0,26.0,29.0,overestimated
1123,0,7,0,0,0,Bug,2.0,12.0,0.6666666666666666,overestimated
1133,0,5,4,2,2,Bug,3.0,27.0,54.38461538461539,overestimated
1135,0,1,0,0,0,Bug,2.0,6.0,-0.6666666666666666,underestimated
1140,0,19,4,1,3,Bug,1.0,29.0,0.6783216783216783,overestimated
1142,0,3,0,0,0,Bug,3.0,17.0,-0.2222222222222222,underestimated
1149,0,11,0,0,0,Bug,1.0,34.0,-0.9176389842141386,underestimated
1156,0,3,0,0,0,Bug,3.0,13.0,11.857142857142858,overestimated
1157,0,13,4,1,3,Bug,2.0,36.0,0.46153846153846156,overestimated
1159,0,3,0,0,0,Bug,3.0,20.0,23.0,overestimated
1160,0,1,0,0,0,Bug,2.0,15.0,8.23076923076923,overestimated
1162,0,1,0,0,0,Bug,3.0,14.0,0.5306122448979592,overestimated
1164,0,0,0,0,0,Bug,3.0,14.0,11.0,overestimated
1165,0,0,0,0,0,Bug,3.0,14.0,-0.23076923076923078,underestimated
1166,0,3,1,0,1,Bug,3.0,22.0,7.0,overestimated
1167,0,0,0,0,0,Bug,3.0,15.0,-0.4230769230769231,underestimated
1168,0,0,0,0,0,Bug,3.0,16.0,9.714285714285714,overestimated
1170,0,0,0,0,0,Bug,3.0,18.0,-0.2857142857142857,underestimated
1172,0,0,0,0,0,Bug,3.0,10.0,-0.8571428571428571,underestimated
1176,0,1,0,0,0,Bug,3.0,15.0,-0.8,underestimated
1178,0,1,0,0,0,Bug,3.0,13.0,-0.8,underestimated
1179,0,1,0,0,0,Bug,2.0,17.0,2.75,overestimated
1180,0,2,0,0,0,Bug,2.0,21.0,-0.8026315789473685,underestimated
1181,0,0,0,0,0,Bug,3.0,12.0,-0.8333333333333334,underestimated
1182,0,1,0,0,0,Bug,3.0,16.0,-0.9090909090909091,underestimated
1183,0,3,0,0,0,Bug,3.0,16.0,-0.6666666666666666,underestimated
1185,0,1,1,0,1,Bug,3.0,19.0,-0.8771929824561403,underestimated
1186,0,2,0,0,0,Bug,3.0,10.0,-0.8,underestimated
1187,0,0,0,0,0,Bug,2.0,15.0,-0.6666666666666666,underestimated
1188,0,1,0,0,0,Bug,3.0,17.0,-0.7909407665505227,underestimated
1190,0,1,0,0,0,Bug,3.0,17.0,-0.15384615384615385,underestimated
1191,0,1,1,0,1,Bug,3.0,19.0,-0.3684210526315789,underestimated
1192,0,2,0,0,0,Bug,3.0,16.0,-0.2222222222222222,underestimated
1197,0,0,0,0,0,Bug,3.0,25.0,12.333333333333334,overestimated
1198,0,1,0,0,0,Bug,3.0,14.0,14.0,overestimated
1205,0,2,0,0,0,Bug,3.0,17.0,2.0,overestimated
1219,0,0,0,0,0,Bug,2.0,20.0,-0.8823529411764706,underestimated
1220,0,0,1,1,0,Bug,3.0,12.0,-0.9333333333333333,underestimated
1221,0,0,0,0,0,Bug,0.0,14.0,-0.4,underestimated
1222,0,0,0,0,0,Bug,3.0,13.0,-0.75,underestimated
1224,0,0,1,1,0,Bug,3.0,15.0,0.2857142857142857,overestimated
1225,0,0,0,0,0,Bug,3.0,15.0,-0.3333333333333333,underestimated
1227,0,0,0,0,0,Bug,2.0,15.0,-0.5488721804511278,underestimated
1228,0,10,2,0,2,Bug,3.0,39.0,-0.6666666666666666,underestimated
1230,0,0,0,0,0,Bug,2.0,17.0,-0.9583333333333334,underestimated
1231,0,3,0,0,0,Bug,3.0,20.0,2.0,overestimated
1238,0,3,0,0,0,Bug,1.0,22.0,-0.4,underestimated
1241,0,0,0,0,0,Bug,3.0,15.0,-0.9333333333333333,underestimated
1242,0,0,0,0,0,Bug,3.0,20.0,6.0,overestimated
1243,0,0,0,0,0,Bug,3.0,12.0,-0.5,underestimated
1244,0,0,0,0,0,Bug,3.0,15.0,0.6666666666666666,overestimated
1247,0,2,0,0,0,Bug,2.0,17.0,-0.5,underestimated
1248,0,0,0,0,0,Bug,3.0,20.0,-0.75,underestimated
1249,0,0,0,0,0,Bug,2.0,14.0,-0.6666666666666666,underestimated
1253,0,1,0,0,0,Bug,2.0,22.0,1.4285714285714286,overestimated
1254,0,0,0,0,0,Bug,3.0,18.0,1.4285714285714286,overestimated
1255,0,0,0,0,0,Bug,3.0,18.0,-0.6666666666666666,underestimated
1256,0,0,0,0,0,Bug,0.0,15.0,-0.7692307692307693,underestimated
1258,0,3,5,4,1,Bug,2.0,35.0,1.0,overestimated
1259,0,1,0,0,0,Bug,2.0,16.0,-0.6666666666666666,underestimated
1260,0,1,0,0,0,Bug,2.0,24.0,-0.25311203319502074,underestimated
1261,0,5,1,0,1,Bug,0.0,25.0,2.0,overestimated
1262,0,3,0,0,0,Bug,3.0,18.0,2.0,overestimated
1263,0,2,0,0,0,Bug,3.0,15.0,6.8,overestimated
1268,0,0,0,0,0,Bug,3.0,12.0,6.0,overestimated
1269,0,1,0,0,0,Bug,3.0,15.0,0.6,overestimated
1271,0,0,0,0,0,Bug,2.0,17.0,0.2857142857142857,overestimated
1274,0,5,0,0,0,Bug,2.0,19.0,-0.6666666666666666,underestimated
1275,0,1,0,0,0,Bug,2.0,18.0,-0.2222222222222222,underestimated
1294,0,0,1,0,1,Bug,2.0,21.0,-0.8811881188118812,underestimated
1295,0,0,0,0,0,Bug,2.0,18.0,-0.4,underestimated
1298,0,0,0,0,0,Bug,2.0,14.0,-0.5,underestimated
1314,0,0,0,0,0,Bug,3.0,14.0,-0.7692307692307693,underestimated
1315,0,1,0,0,0,Bug,2.0,17.0,2.0,overestimated
1317,0,0,0,0,0,Bug,2.0,17.0,6.0,overestimated
1318,0,0,0,0,0,Bug,3.0,17.0,2.0,overestimated
1321,0,1,0,0,0,Bug,2.0,21.0,3.3333333333333335,overestimated
1328,0,0,2,0,2,Bug,3.0,16.0,6.0,overestimated
1334,0,5,1,0,1,Bug,3.0,26.0,6.0,overestimated
1337,0,5,1,1,0,Bug,3.0,30.0,0.6666666666666666,overestimated
1339,0,15,0,0,0,Bug,2.0,61.0,2.0,overestimated
1340,0,22,3,2,1,Bug,2.0,51.0,-0.5454545454545454,underestimated
1341,0,10,6,1,5,Bug,2.0,60.0,-0.2857142857142857,underestimated
1344,0,1,0,0,0,Bug,2.0,34.0,2.0,overestimated
1346,0,1,1,0,1,Bug,3.0,14.0,287.0,overestimated
1349,0,0,0,0,0,Sub-task,3.0,12.0,1.2,overestimated
1350,0,0,0,0,0,Bug,3.0,28.0,62.25,overestimated
1354,0,1,0,0,0,Sub-task,3.0,15.0,3.0,overestimated
1359,0,7,0,0,0,Sub-task,2.0,14.0,-0.75,underestimated
1363,0,2,0,0,0,Sub-task,2.0,12.0,0.6666666666666666,overestimated
1364,0,1,1,0,1,Sub-task,2.0,18.0,-0.5,underestimated
1367,0,3,0,0,0,Sub-task,2.0,18.0,-0.6,underestimated
1369,0,1,0,0,0,Sub-task,2.0,15.0,14.0,overestimated
1372,0,1,1,0,1,Bug,2.0,16.0,-0.5,underestimated
1374,0,1,0,0,0,Sub-task,2.0,14.0,10.0,overestimated
1375,0,4,1,0,1,Sub-task,2.0,21.0,-0.7142857142857143,underestimated
1377,0,7,0,0,0,Bug,1.0,17.0,22.0,overestimated
1379,0,0,0,0,0,Bug,3.0,8.0,1.0,overestimated
1381,0,3,0,0,0,Sub-task,2.0,21.0,-0.8095238095238095,underestimated
1384,0,2,0,0,0,Sub-task,2.0,16.0,-0.9565217391304348,underestimated
1385,0,0,0,0,0,Sub-task,2.0,17.0,-0.3333333333333333,underestimated
1386,0,1,0,0,0,Sub-task,2.0,16.0,1.0,overestimated
1394,0,0,0,0,0,Bug,2.0,9.0,-0.5,underestimated
1396,0,0,0,0,0,Bug,3.0,12.0,22.0,overestimated
1397,0,5,0,0,0,Bug,3.0,12.0,-0.8333333333333334,underestimated
1398,0,1,0,0,0,Bug,0.0,6.0,-0.5,underestimated
1400,0,0,2,0,2,Bug,2.0,14.0,-0.7027027027027027,underestimated
1402,0,1,0,0,0,Sub-task,2.0,13.0,-0.5,underestimated
1403,0,0,0,0,0,Sub-task,2.0,10.0,1.0,overestimated
1406,0,0,0,0,0,Sub-task,2.0,15.0,4.0,overestimated
1407,0,4,0,0,0,Sub-task,2.0,13.0,1.0,overestimated
1410,0,0,0,0,0,Sub-task,2.0,13.0,-0.5,underestimated
1420,0,12,0,0,0,Bug,1.0,22.0,11.333333333333334,overestimated
1421,0,4,1,0,1,Bug,3.0,16.0,0.2929936305732484,overestimated
1424,0,2,1,0,1,Bug,3.0,19.0,-0.6666666666666666,underestimated
1427,0,1,0,0,0,Bug,3.0,17.0,-0.6666666666666666,underestimated
1428,0,4,0,0,0,Bug,1.0,28.0,-0.9285714285714286,underestimated
1429,0,1,0,0,0,Bug,2.0,13.0,6.0,overestimated
1432,0,2,0,0,0,Bug,3.0,14.0,3.3333333333333335,overestimated
1442,0,0,1,1,0,Bug,2.0,18.0,-0.6666666666666666,underestimated
1457,0,8,0,0,0,Bug,2.0,21.0,-0.8888888888888888,underestimated
1467,0,7,1,1,0,Bug,2.0,15.0,-0.4,underestimated
1470,0,1,2,1,1,Bug,3.0,19.0,-0.6666666666666666,underestimated
1472,0,4,2,1,1,Bug,2.0,13.0,-0.5,underestimated
1473,0,3,0,0,0,Bug,2.0,13.0,-0.5,underestimated
1475,0,1,0,0,0,Bug,3.0,11.0,2.0,overestimated
1478,0,0,0,0,0,Bug,2.0,12.0,2.0,overestimated
1480,0,7,0,0,0,Bug,2.0,16.0,0.6666666666666666,overestimated
1481,0,0,0,0,0,Bug,2.0,13.0,-0.6666666666666666,underestimated
1482,0,4,1,1,0,Bug,2.0,15.0,-0.6666666666666666,underestimated
1486,0,0,0,0,0,Bug,3.0,13.0,-0.6666666666666666,underestimated
1487,0,1,0,0,0,Bug,3.0,11.0,1.0,overestimated
1489,0,1,0,0,0,Bug,2.0,12.0,6.0,overestimated
1492,0,0,0,0,0,Bug,2.0,12.0,2.0,overestimated
1493,0,1,0,0,0,Bug,2.0,11.0,2.0,overestimated
1494,0,1,0,0,0,Bug,2.0,12.0,6.0,overestimated
1496,0,27,4,1,3,Task,3.0,40.0,3.0,overestimated
1497,0,3,2,0,2,Task,1.0,19.0,1.0,overestimated
1498,0,2,1,0,1,Task,2.0,8.0,2.0,overestimated
1499,0,6,3,0,3,Bug,2.0,13.0,2.0,overestimated
1500,0,10,3,0,3,Bug,2.0,17.0,-0.03278688524590164,underestimated
1501,0,4,3,0,3,Bug,1.0,11.0,14.0,overestimated
1502,0,4,2,0,2,Bug,1.0,15.0,4.0,overestimated
1503,0,3,2,0,2,Bug,1.0,14.0,16.0,overestimated
1504,0,4,3,1,2,Bug,2.0,10.0,1.0,overestimated
1506,0,3,1,0,1,Bug,3.0,9.0,1.0,overestimated
1507,0,6,2,0,2,Bug,2.0,12.0,1.0,overestimated
1508,0,4,1,1,0,Task,1.0,12.0,0.6666666666666666,overestimated
1509,0,4,1,0,1,Bug,3.0,10.0,2.0,overestimated
1510,0,6,0,0,0,Bug,0.0,10.0,3.0,overestimated
1511,0,1,0,0,0,Sub-task,2.0,5.0,2.0,overestimated
1512,0,1,0,0,0,Sub-task,2.0,5.0,2.0,overestimated
1513,0,1,0,0,0,Sub-task,2.0,6.0,-0.6666666666666666,underestimated
1514,0,6,0,0,0,Sub-task,2.0,12.0,-0.4,underestimated
1516,0,8,1,0,1,Bug,2.0,20.0,-0.8947368421052632,underestimated
1517,0,6,0,0,0,Task,3.0,11.0,-0.5,underestimated
1518,0,3,0,0,0,Task,3.0,11.0,47.0,overestimated
1519,0,3,1,0,1,Feature Request,2.0,8.0,95.0,overestimated
1520,0,31,7,3,4,Task,1.0,55.0,4.2745098039215685,overestimated
1521,0,1,0,0,0,Task,2.0,12.0,2.0,overestimated
1522,0,0,0,0,0,Task,2.0,11.0,-0.6666666666666666,underestimated
1523,0,1,0,0,0,Bug,1.0,7.0,-0.5454545454545454,underestimated
1524,0,8,0,0,0,Task,2.0,14.0,3.0,overestimated
1525,0,11,0,0,0,Bug,2.0,12.0,-0.7692307692307693,underestimated
1526,1,3,0,0,0,Task,2.0,9.0,-0.5,underestimated
1527,0,3,1,1,0,Improvement,3.0,28.0,11.090909090909092,overestimated
1528,0,1,0,0,0,Improvement,3.0,26.0,11.090909090909092,overestimated
1529,0,1,0,0,0,Improvement,3.0,8.0,754.0,overestimated
1530,0,2,2,0,2,Bug,3.0,15.0,2.0,overestimated
1531,0,0,1,0,1,Sub-task,3.0,66.0,72.66666666666667,overestimated
1532,0,8,3,1,2,Bug,3.0,77.0,7.290322580645161,overestimated
1533,0,23,0,0,0,Improvement,2.0,14.0,46.0,overestimated
1534,0,5,0,0,0,Bug,2.0,21.0,214.0,overestimated
1535,0,4,0,0,0,Bug,2.0,8.0,430.0,overestimated
1536,0,4,0,0,0,Improvement,2.0,8.0,214.0,overestimated
1537,0,3,0,0,0,Improvement,3.0,20.0,430.0,overestimated
1538,0,7,0,0,0,Improvement,3.0,22.0,70.0,overestimated
1539,0,18,0,0,0,Improvement,3.0,29.0,70.0,overestimated
1540,0,2,0,0,0,Improvement,3.0,22.0,430.0,overestimated
1541,0,5,0,0,0,Bug,3.0,46.0,5.578947368421052,overestimated
1542,0,4,0,0,0,Improvement,3.0,24.0,430.0,overestimated
1543,0,1,0,0,0,Improvement,3.0,22.0,430.0,overestimated
1544,0,32,2,1,1,Bug,2.0,50.0,124.0,overestimated
1545,0,53,0,0,0,Improvement,2.0,44.0,1006.0,overestimated
1546,0,8,0,0,0,Bug,1.0,26.0,98.8,overestimated
1547,0,43,2,2,0,Bug,1.0,40.0,4.0,overestimated
1548,0,17,3,2,1,New Feature,2.0,88.0,9.675675675675675,overestimated
1549,1,132,1,1,0,Improvement,2.0,314.0,25.490909090909092,overestimated
1550,0,1,0,0,0,Improvement,4.0,4.0,1.0,overestimated
1551,0,0,0,0,0,Bug,2.0,3.0,46.0,overestimated
1552,0,0,0,0,0,Bug,0.0,14.0,41.2,overestimated
1553,0,3,0,0,0,Bug,1.0,5.0,0.4,overestimated
1554,0,1,0,0,0,Improvement,2.0,11.0,27.2,overestimated
1555,0,0,0,0,0,Bug,2.0,22.0,12.4,overestimated
1556,3,2,0,0,0,Bug,2.0,66.0,7.0,overestimated
1557,0,0,0,0,0,Bug,2.0,28.0,46.0,overestimated
1558,0,10,1,1,0,New Feature,2.0,66.0,36.76923076923077,overestimated
1559,0,10,3,2,1,Bug,2.0,54.0,-0.4430379746835443,underestimated
1560,0,1,1,1,0,Bug,1.0,30.0,9.076923076923077,overestimated
1561,0,27,0,0,0,Sub-task,2.0,19.0,-0.5,underestimated
